transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,qty,rate,tax,total_amt,store_type,transaction_type
61593722890,272497,2013-12-09,7,5,1,1262,132.51,1394.51,TeleShop,Sale
4569568692,272410,2013-12-09,3,2,3,294,92.61,974.61,TeleShop,Sale
62080052950,275181,2013-12-09,12,5,1,471,49.455,520.455,Flagship store,Sale
52365996631,271106,2013-12-09,10,5,-3,533,167.895,-1766.895,e-Shop,Return
35896383575,267490,2013-12-09,6,5,3,349,109.935,1156.935,TeleShop,Sale
94978162195,271859,2013-12-09,1,1,3,320,100.8,1060.8,e-Shop,Sale
69837110084,271654,2013-12-09,10,3,5,779,408.975,4303.975,e-Shop,Sale
71837526357,273707,2013-12-09,6,5,4,358,150.36,1582.36,e-Shop,Sale
83909248643,270889,2013-12-09,4,4,2,840,176.4,1856.4,MBR,Sale
79508049832,268534,2013-12-09,4,2,5,74,38.85,408.85,e-Shop,Sale
47996860422,267622,2013-11-09,4,3,4,732,307.44,3235.44,Flagship store,Sale
40818899647,267046,2013-11-09,12,6,5,162,85.05,895.05,TeleShop,Sale
58962237834,268792,2013-11-09,3,2,1,1321,138.705,1459.705,e-Shop,Sale
13042010584,273882,2013-11-09,4,2,5,1159,608.475,6403.475,e-Shop,Sale
14582214706,272478,2013-11-09,4,4,2,973,204.33,2150.33,e-Shop,Sale
35837238601,272105,2013-11-09,3,5,1,662,69.51,731.51,e-Shop,Sale
3547794310,267261,2013-11-09,10,3,2,285,59.85,629.85,TeleShop,Sale
6329492355,267667,2013-11-09,4,4,3,765,240.975,2535.975,TeleShop,Sale
42294632284,272540,2013-11-09,4,3,1,1007,105.735,1112.735,Flagship store,Sale
15594473790,271096,2013-11-09,1,2,2,1114,233.94,2461.94,e-Shop,Sale
27777110909,267748,2013-11-09,4,3,5,1126,591.15,6221.15,Flagship store,Sale
5615221332,268825,2013-11-09,7,5,2,1188,249.48,2625.48,TeleShop,Sale
9039399401,271175,2013-11-09,8,3,1,1197,125.685,1322.685,TeleShop,Sale
84124877759,272987,2013-11-09,9,3,2,213,44.73,470.73,MBR,Sale
98929551506,271714,2013-11-09,4,1,5,1320,693,7293,TeleShop,Sale
82619066724,274972,2013-11-09,12,5,4,762,320.04,3368.04,e-Shop,Sale
68330818234,268106,2013-11-09,9,3,2,1007,211.47,2225.47,e-Shop,Sale
68702628471,269087,2013-11-09,1,4,2,1345,282.45,2972.45,TeleShop,Sale
73954855538,270917,2013-11-09,11,6,2,624,131.04,1379.04,e-Shop,Sale
79583299423,271037,2013-11-09,4,1,3,1366,430.29,4528.29,MBR,Sale
85072989869,268081,2013-11-09,12,6,2,540,113.4,1193.4,e-Shop,Sale
84411986311,273435,2013-11-09,1,1,3,591,186.165,1959.165,TeleShop,Sale
17468457642,266847,2013-10-09,10,3,3,855,269.325,2834.325,e-Shop,Sale
37943903484,272703,2013-10-09,4,3,4,1025,430.5,4530.5,e-Shop,Sale
40718475575,275139,2013-10-09,8,3,2,1428,299.88,3155.88,Flagship store,Sale
30421473402,268823,2013-10-09,12,5,4,996,418.32,4402.32,e-Shop,Sale
40399177613,267010,2013-10-09,1,1,2,366,76.86,808.86,MBR,Sale
25183365904,271736,2013-10-09,12,6,1,368,38.64,406.64,e-Shop,Sale
84164897681,270740,2013-10-09,2,6,5,744,390.6,4110.6,Flagship store,Sale
89685522918,268196,2013-10-09,4,3,5,354,185.85,1955.85,Flagship store,Sale
86481307995,271905,2013-10-09,10,3,2,1141,239.61,2521.61,MBR,Sale
85476256760,267760,2013-10-09,11,6,1,144,15.12,159.12,Flagship store,Sale
77756237112,275152,2013-10-09,4,1,5,308,161.7,1701.7,e-Shop,Sale
95112445500,270216,2013-10-09,4,3,2,383,80.43,846.43,TeleShop,Sale
18937392179,272864,2013-09-09,10,6,3,1180,371.7,3911.7,MBR,Sale
29866196355,275186,2013-09-09,6,5,4,866,363.72,3827.72,MBR,Sale
28914471254,268137,2013-09-09,2,6,1,1493,156.765,1649.765,e-Shop,Sale
24677340553,267463,2013-09-09,11,6,5,445,233.625,2458.625,TeleShop,Sale
930973786,267264,2013-09-09,2,6,3,1245,392.175,4127.175,TeleShop,Sale
56887661045,271112,2013-09-09,2,6,3,740,233.1,2453.1,TeleShop,Sale
7142765743,270331,2013-09-09,1,4,1,1126,118.23,1244.23,e-Shop,Sale
6741780680,270024,2013-09-09,8,3,5,589,309.225,3254.225,MBR,Sale
44258430560,270788,2013-09-09,10,6,2,300,63,663,Flagship store,Sale
5248565959,267827,2013-09-09,12,5,3,1009,317.835,3344.835,MBR,Sale
19282108296,273266,2013-09-09,10,5,1,1278,134.19,1412.19,e-Shop,Sale
55323476380,271274,2013-09-09,6,5,4,291,122.22,1286.22,e-Shop,Sale
48212686413,273400,2013-09-09,4,4,5,1257,659.925,6944.925,MBR,Sale
4381196320,274804,2013-09-09,1,1,4,1345,564.9,5944.9,e-Shop,Sale
62656748444,274079,2013-09-09,4,3,5,1195,627.375,6602.375,e-Shop,Sale
39412736413,270044,2013-09-09,5,3,3,388,122.22,1286.22,e-Shop,Sale
64380524221,274468,2013-09-09,11,5,2,566,118.86,1250.86,MBR,Sale
90647756252,275043,2013-09-09,3,2,5,1489,781.725,8226.725,TeleShop,Sale
81671282380,274870,2013-09-09,1,4,1,632,66.36,698.36,e-Shop,Sale
74210075173,273342,2013-09-09,4,1,3,117,36.855,387.855,TeleShop,Sale
81087810522,273938,2013-09-09,3,2,5,377,197.925,2082.925,MBR,Sale
69778126142,268894,2013-09-09,10,6,1,1174,123.27,1297.27,MBR,Sale
80708718362,273521,2013-09-09,12,5,3,1479,465.885,4902.885,e-Shop,Sale
67713965405,272928,2013-09-09,4,2,4,1244,522.48,5498.48,e-Shop,Sale
99925193648,268376,2013-09-09,11,5,3,85,26.775,281.775,e-Shop,Sale
98358550517,272590,2013-09-09,11,6,5,615,322.875,3397.875,e-Shop,Sale
5519614501,271384,2013-08-09,1,1,5,536,281.4,2961.4,Flagship store,Sale
21982769415,270353,2013-08-09,4,4,-5,225,118.125,-1243.125,TeleShop,Return
50537536990,267359,2013-08-09,3,2,5,1192,625.8,6585.8,e-Shop,Sale
27895715682,269877,2013-08-09,1,1,4,963,404.46,4256.46,e-Shop,Sale
33626906760,269218,2013-08-09,4,1,3,1390,437.85,4607.85,TeleShop,Sale
42935130387,272744,2013-08-09,8,3,3,522,164.43,1730.43,MBR,Sale
18563919324,272427,2013-08-09,9,3,1,362,38.01,400.01,e-Shop,Sale
29868651586,272485,2013-08-09,10,3,5,183,96.075,1011.075,Flagship store,Sale
40085850040,270241,2013-08-09,12,6,3,343,108.045,1137.045,TeleShop,Sale
51988597354,273807,2013-08-09,10,5,1,80,8.4,88.4,e-Shop,Sale
29561995539,275183,2013-08-09,1,1,3,1328,418.32,4402.32,Flagship store,Sale
21680978965,268203,2013-08-09,12,6,3,1278,402.57,4236.57,MBR,Sale
24692841198,267420,2013-08-09,11,5,1,1477,155.085,1632.085,Flagship store,Sale
6096235899,273600,2013-08-09,4,4,-2,695,145.95,-1535.95,MBR,Return
96522102664,267112,2013-08-09,3,1,4,1262,530.04,5578.04,e-Shop,Sale
72143427687,273347,2013-08-09,4,4,2,1078,226.38,2382.38,e-Shop,Sale
72740132711,272542,2013-08-09,11,5,1,1215,127.575,1342.575,TeleShop,Sale
95159658446,274789,2013-08-09,4,3,1,266,27.93,293.93,e-Shop,Sale
91422487907,268467,2013-08-09,10,5,1,1404,147.42,1551.42,e-Shop,Sale
75876828596,267549,2013-08-09,5,3,4,1323,555.66,5847.66,TeleShop,Sale
72398929328,267588,2013-08-09,10,6,3,1349,424.935,4471.935,Flagship store,Sale
5824068074,267803,2013-07-09,9,3,-1,943,99.015,-1042.015,e-Shop,Return
42267756866,272032,2013-07-09,3,5,1,901,94.605,995.605,Flagship store,Sale
50197171170,274325,2013-07-09,3,5,4,241,101.22,1065.22,e-Shop,Sale
13437293914,272418,2013-07-09,11,6,1,981,103.005,1084.005,e-Shop,Sale
5635335547,269631,2013-07-09,6,5,2,543,114.03,1200.03,TeleShop,Sale
58431761387,267665,2013-07-09,10,3,1,1128,118.44,1246.44,Flagship store,Sale
55396177495,271030,2013-07-09,4,4,2,660,138.6,1458.6,e-Shop,Sale
47873329632,273168,2013-07-09,12,6,4,1416,594.72,6258.72,Flagship store,Sale
15572869817,273745,2013-07-09,10,3,-3,872,274.68,-2890.68,e-Shop,Return
17016845743,267617,2013-07-09,3,5,4,1500,630,6630,MBR,Sale
52365996631,271106,2013-07-09,10,5,3,533,167.895,1766.895,e-Shop,Sale
98289277236,272915,2013-07-09,7,5,4,414,173.88,1829.88,TeleShop,Sale
99766045596,271673,2013-07-09,12,6,4,342,143.64,1511.64,e-Shop,Sale
86336891203,267240,2013-07-09,6,5,3,551,173.565,1826.565,MBR,Sale
90118575971,273586,2013-07-09,1,1,1,1250,131.25,1381.25,Flagship store,Sale
88670572513,270886,2013-07-09,4,1,3,163,51.345,540.345,e-Shop,Sale
88477949634,269370,2013-07-09,3,2,2,630,132.3,1392.3,Flagship store,Sale
22031240171,267996,2013-06-09,3,1,3,637,200.655,2111.655,e-Shop,Sale
51475345399,271811,2013-06-09,4,2,-4,1119,469.98,-4945.98,TeleShop,Return
19373719499,271044,2013-06-09,3,1,1,1183,124.215,1307.215,MBR,Sale
53429613204,273796,2013-06-09,10,3,4,1335,560.7,5900.7,Flagship store,Sale
27469711690,268080,2013-06-09,6,5,4,1395,585.9,6165.9,TeleShop,Sale
55807314567,267652,2013-06-09,4,3,2,1372,288.12,3032.12,e-Shop,Sale
9005008884,269057,2013-06-09,1,1,1,516,54.18,570.18,Flagship store,Sale
11146026763,268364,2013-06-09,4,3,3,561,176.715,1859.715,e-Shop,Sale
55962725463,270706,2013-06-09,12,6,4,1344,564.48,5940.48,e-Shop,Sale
33500386612,274321,2013-06-09,4,1,1,903,94.815,997.815,Flagship store,Sale
27492623191,271216,2013-06-09,2,6,1,1331,139.755,1470.755,e-Shop,Sale
10319624627,271824,2013-06-09,4,3,1,779,81.795,860.795,Flagship store,Sale
29706701777,274956,2013-06-09,3,1,4,1293,543.06,5715.06,TeleShop,Sale
97939365188,272165,2013-06-09,10,5,5,221,116.025,1221.025,Flagship store,Sale
88155153655,273474,2013-06-09,4,4,5,891,467.775,4922.775,e-Shop,Sale
77725695028,274048,2013-06-09,10,3,1,1498,157.29,1655.29,TeleShop,Sale
84373206261,269142,2013-06-09,6,5,1,1043,109.515,1152.515,Flagship store,Sale
97611050335,274840,2013-06-09,3,5,3,120,37.8,397.8,MBR,Sale
81265505240,271702,2013-06-09,1,2,2,1090,228.9,2408.9,MBR,Sale
64428451030,266818,2013-06-09,4,1,1,1241,130.305,1371.305,e-Shop,Sale
83165744434,273822,2013-06-09,5,3,1,334,35.07,369.07,MBR,Sale
65743246843,274006,2013-06-09,2,6,3,304,95.76,1007.76,e-Shop,Sale
85461069560,269466,2013-06-09,4,4,5,1233,647.325,6812.325,MBR,Sale
87587426479,269122,2013-06-09,2,6,2,821,172.41,1814.41,TeleShop,Sale
83856123521,271161,2013-06-09,12,6,4,1067,448.14,4716.14,e-Shop,Sale
30432373246,270663,2013-05-09,12,5,5,709,372.225,3917.225,e-Shop,Sale
36867890239,267119,2013-05-09,10,3,1,1488,156.24,1644.24,Flagship store,Sale
55832908999,268772,2013-05-09,10,5,2,921,193.41,2035.41,MBR,Sale
60154772182,269117,2013-05-09,5,3,1,1346,141.33,1487.33,e-Shop,Sale
50629964412,266819,2013-05-09,5,3,3,691,217.665,2290.665,Flagship store,Sale
54012774978,267904,2013-05-09,4,3,3,1432,451.08,4747.08,e-Shop,Sale
13669628493,275009,2013-05-09,5,3,-3,1268,399.42,-4203.42,TeleShop,Return
50145289979,268659,2013-05-09,5,3,2,981,206.01,2168.01,e-Shop,Sale
53673172604,275012,2013-05-09,10,5,-1,1028,107.94,-1135.94,Flagship store,Return
63136515211,273481,2013-05-09,1,4,2,1232,258.72,2722.72,e-Shop,Sale
28435100689,269105,2013-05-09,4,4,2,206,43.26,455.26,TeleShop,Sale
49854839884,270393,2013-05-09,4,2,5,549,288.225,3033.225,MBR,Sale
79902635485,274583,2013-05-09,9,3,2,1425,299.25,3149.25,e-Shop,Sale
78591419961,267743,2013-05-09,10,6,5,1127,591.675,6226.675,MBR,Sale
66190224419,274988,2013-05-09,7,5,-2,100,21,-221,e-Shop,Return
86746967441,274878,2013-05-09,11,6,1,435,45.675,480.675,e-Shop,Sale
94276785406,267615,2013-05-09,11,5,4,200,84,884,Flagship store,Sale
82692616198,272533,2013-05-09,4,2,5,805,422.625,4447.625,MBR,Sale
23212908047,268089,2013-04-09,3,1,2,246,51.66,543.66,TeleShop,Sale
30205894912,272943,2013-04-09,3,2,4,275,115.5,1215.5,TeleShop,Sale
57732488780,271328,2013-04-09,4,1,3,364,114.66,1206.66,MBR,Sale
25414653571,267634,2013-04-09,5,3,5,1104,579.6,6099.6,e-Shop,Sale
21154011621,268995,2013-04-09,11,6,3,1157,364.455,3835.455,e-Shop,Sale
41868540173,271951,2013-04-09,6,5,4,1003,421.26,4433.26,Flagship store,Sale
32598968180,269726,2013-04-09,12,6,5,281,147.525,1552.525,Flagship store,Sale
46677746856,271187,2013-04-09,11,5,1,1062,111.51,1173.51,TeleShop,Sale
60172687236,275187,2013-04-09,12,6,4,1013,425.46,4477.46,MBR,Sale
77183365176,272352,2013-04-09,4,2,1,396,41.58,437.58,MBR,Sale
90283930613,267361,2013-04-09,2,6,5,1165,611.625,6436.625,TeleShop,Sale
73800562584,267020,2013-04-09,12,6,4,181,76.02,800.02,e-Shop,Sale
69685353532,269846,2013-04-09,8,3,2,74,15.54,163.54,MBR,Sale
72675231687,270758,2013-04-09,7,5,1,344,36.12,380.12,TeleShop,Sale
80672080156,271485,2013-04-09,4,1,-5,1381,725.025,-7630.025,e-Shop,Return
84611139627,271991,2013-04-09,3,5,-3,1238,389.97,-4103.97,e-Shop,Return
13556417551,268540,2013-03-09,3,1,4,1359,570.78,6006.78,Flagship store,Sale
15387420335,269498,2013-03-09,1,1,3,243,76.545,805.545,e-Shop,Sale
57324835125,270894,2013-03-09,4,2,4,593,249.06,2621.06,e-Shop,Sale
54304510312,266972,2013-03-09,10,3,3,1031,324.765,3417.765,MBR,Sale
19745391876,267924,2013-03-09,6,5,3,477,150.255,1581.255,Flagship store,Sale
13393527567,267664,2013-03-09,1,2,3,407,128.205,1349.205,Flagship store,Sale
58103089574,272716,2013-03-09,2,6,-1,1067,112.035,-1179.035,e-Shop,Return
33718831353,273279,2013-03-09,3,5,2,1023,214.83,2260.83,Flagship store,Sale
46432230357,269715,2013-03-09,6,5,1,156,16.38,172.38,e-Shop,Sale
5623256730,271294,2013-03-09,6,5,3,884,278.46,2930.46,e-Shop,Sale
47900539367,269875,2013-03-09,4,3,2,660,138.6,1458.6,MBR,Sale
60512023062,271515,2013-03-09,1,4,5,843,442.575,4657.575,MBR,Sale
80396636247,271368,2013-03-09,3,2,-3,498,156.87,-1650.87,e-Shop,Return
73922729006,272662,2013-03-09,6,5,2,488,102.48,1078.48,TeleShop,Sale
78832422682,267534,2013-03-09,12,5,4,730,306.6,3226.6,TeleShop,Sale
96061314451,275257,2013-03-09,2,6,-3,347,109.305,-1150.305,e-Shop,Return
79341294410,275024,2013-03-09,4,1,4,880,369.6,3889.6,e-Shop,Sale
83740688893,272354,2013-03-09,1,2,4,1162,488.04,5136.04,e-Shop,Sale
96220754972,272497,2013-03-09,1,1,3,89,28.035,295.035,e-Shop,Sale
67860842261,268424,2013-03-09,10,6,1,252,26.46,278.46,e-Shop,Sale
73170390966,268286,2013-03-09,11,6,5,1011,530.775,5585.775,e-Shop,Sale
48054643200,267470,2013-02-09,4,1,2,1417,297.57,3131.57,Flagship store,Sale
8118070547,274071,2013-02-09,11,5,1,1160,121.8,1281.8,Flagship store,Sale
41824117037,272217,2013-02-09,4,1,5,1378,723.45,7613.45,Flagship store,Sale
21125873846,270864,2013-02-09,12,5,4,488,204.96,2156.96,e-Shop,Sale
28810141075,268408,2013-02-09,10,6,2,813,170.73,1796.73,TeleShop,Sale
9755455013,266827,2013-02-09,8,3,4,269,112.98,1188.98,Flagship store,Sale
50938790051,268250,2013-02-09,11,6,1,142,14.91,156.91,Flagship store,Sale
24509135812,270549,2013-02-09,1,1,1,1282,134.61,1416.61,MBR,Sale
52171148249,271062,2013-02-09,1,1,1,1179,123.795,1302.795,e-Shop,Sale
29079549098,274608,2013-02-09,11,6,1,910,95.55,1005.55,e-Shop,Sale
14404546218,273122,2013-02-09,9,3,4,1157,485.94,5113.94,e-Shop,Sale
9643416127,270094,2013-02-09,7,5,4,896,376.32,3960.32,e-Shop,Sale
35625197895,271051,2013-02-09,11,5,1,703,73.815,776.815,TeleShop,Sale
6096235899,273600,2013-02-09,4,4,2,695,145.95,1535.95,MBR,Sale
2875757095,272886,2013-02-09,10,6,3,1208,380.52,4004.52,MBR,Sale
32177435121,267162,2013-02-09,4,1,-2,117,24.57,-258.57,Flagship store,Return
52743953384,270148,2013-02-09,7,5,2,872,183.12,1927.12,TeleShop,Sale
69356441650,273822,2013-02-09,5,3,2,326,68.46,720.46,MBR,Sale
90796510916,272449,2013-02-09,11,5,1,1045,109.725,1154.725,TeleShop,Sale
68230296146,271811,2013-02-09,4,1,1,925,97.125,1022.125,e-Shop,Sale
89310254570,268713,2013-02-09,2,6,4,244,102.48,1078.48,MBR,Sale
80562529519,271947,2013-02-09,3,5,4,420,176.4,1856.4,e-Shop,Sale
79807778321,274795,2013-02-09,3,1,5,191,100.275,1055.275,TeleShop,Sale
96061314451,275257,2013-02-09,2,6,3,347,109.305,1150.305,e-Shop,Sale
76177985639,274153,2013-02-09,4,4,4,1410,592.2,6232.2,e-Shop,Sale
32307268117,269716,2013-01-09,4,3,5,387,203.175,2138.175,e-Shop,Sale
52115643292,273831,2013-01-09,3,2,-3,1244,391.86,-4123.86,Flagship store,Return
12040238652,271924,2013-01-09,11,6,4,996,418.32,4402.32,Flagship store,Sale
13665669815,270872,2013-01-09,10,5,1,961,100.905,1061.905,Flagship store,Sale
9404565259,267620,2013-01-09,4,3,-4,1416,594.72,-6258.72,e-Shop,Return
51899323140,268885,2013-01-09,11,5,1,82,8.61,90.61,Flagship store,Sale
15572869817,273745,2013-01-09,10,3,3,872,274.68,2890.68,e-Shop,Sale
8742899897,267025,2013-01-09,4,1,2,1066,223.86,2355.86,Flagship store,Sale
20255446278,268948,2013-01-09,6,5,2,349,73.29,771.29,Flagship store,Sale
58958679725,273363,2013-01-09,12,5,4,988,414.96,4366.96,Flagship store,Sale
28661998613,270898,2013-01-09,6,5,2,131,27.51,289.51,e-Shop,Sale
67754884134,269457,2013-01-09,10,6,3,1248,393.12,4137.12,Flagship store,Sale
80672080156,271485,2013-01-09,4,1,5,1381,725.025,7630.025,e-Shop,Sale
98954142537,273515,2013-01-09,3,1,-2,230,48.3,-508.3,e-Shop,Return
86853452763,268710,2013-01-09,1,4,2,1048,220.08,2316.08,e-Shop,Sale
69537964978,268026,2013-01-09,4,1,2,440,92.4,972.4,TeleShop,Sale
67320613768,271318,2013-01-09,1,4,4,1255,527.1,5547.1,Flagship store,Sale
92844887281,271241,2013-01-09,4,1,-1,1496,157.08,-1653.08,e-Shop,Return
1556463945,268606,2013-08-31,4,4,1,189,19.845,208.845,TeleShop,Sale
60065664240,272546,2013-08-31,4,3,-4,1472,618.24,-6506.24,TeleShop,Return
24624111992,275091,2013-08-31,5,3,4,1463,614.46,6466.46,MBR,Sale
11293669930,273367,2013-08-31,4,2,3,931,293.265,3086.265,TeleShop,Sale
37865611400,273987,2013-08-31,9,3,3,1204,379.26,3991.26,MBR,Sale
56414379789,274351,2013-08-31,10,6,1,1347,141.435,1488.435,MBR,Sale
34329159822,268643,2013-08-31,9,3,4,1163,488.46,5140.46,e-Shop,Sale
55988116498,273373,2013-08-31,1,4,5,956,501.9,5281.9,TeleShop,Sale
36669934354,273214,2013-08-31,8,3,4,159,66.78,702.78,e-Shop,Sale
58048491827,270221,2013-08-31,3,1,3,1396,439.74,4627.74,e-Shop,Sale
96674997104,269611,2013-08-31,4,2,4,1119,469.98,4945.98,e-Shop,Sale
66056880223,272189,2013-08-31,10,6,1,787,82.635,869.635,Flagship store,Sale
87964267607,270092,2013-08-31,12,5,-3,1437,452.655,-4763.655,MBR,Return
63176152463,272431,2013-08-31,5,3,1,269,28.245,297.245,e-Shop,Sale
80145493464,274425,2013-08-31,10,6,-4,342,143.64,-1511.64,Flagship store,Return
86842640792,268527,2013-08-31,11,5,5,1307,686.175,7221.175,e-Shop,Sale
2556975693,271673,2013-08-30,10,5,-2,417,87.57,-921.57,Flagship store,Return
32988232355,272564,2013-08-30,4,1,2,661,138.81,1460.81,Flagship store,Sale
19674978678,270152,2013-08-30,4,3,4,1351,567.42,5971.42,Flagship store,Sale
14817065487,268897,2013-08-30,1,4,3,1378,434.07,4568.07,Flagship store,Sale
43751965,272070,2013-08-30,10,6,2,1020,214.2,2254.2,Flagship store,Sale
39795770570,270357,2013-08-30,1,1,5,574,301.35,3171.35,e-Shop,Sale
4048667970,266997,2013-08-30,3,5,3,1427,449.505,4730.505,e-Shop,Sale
53673172604,275012,2013-08-30,10,5,-1,1028,107.94,-1135.94,Flagship store,Return
90500041414,271492,2013-08-30,4,3,3,243,76.545,805.545,e-Shop,Sale
75097244517,274863,2013-08-30,3,2,4,1303,547.26,5759.26,Flagship store,Sale
68334723764,273684,2013-08-30,11,6,2,367,77.07,811.07,Flagship store,Sale
63484340678,272353,2013-08-30,10,6,4,992,416.64,4384.64,Flagship store,Sale
97272172640,269914,2013-08-30,1,4,2,863,181.23,1907.23,TeleShop,Sale
65287114421,269078,2013-08-30,3,2,1,819,85.995,904.995,MBR,Sale
18010453151,271091,2013-08-29,11,6,4,617,259.14,2727.14,e-Shop,Sale
8110538110,272313,2013-08-29,4,4,1,720,75.6,795.6,TeleShop,Sale
20306944546,270690,2013-08-29,7,5,5,307,161.175,1696.175,TeleShop,Sale
62896262883,267235,2013-08-29,1,2,5,166,87.15,917.15,TeleShop,Sale
5824068074,267803,2013-08-29,9,3,1,943,99.015,1042.015,e-Shop,Sale
58055581361,275165,2013-08-29,2,6,4,1002,420.84,4428.84,e-Shop,Sale
23071889420,267933,2013-08-29,2,6,2,186,39.06,411.06,TeleShop,Sale
52115643292,273831,2013-08-29,3,2,3,1244,391.86,4123.86,Flagship store,Sale
14446645310,269988,2013-08-29,10,5,5,429,225.225,2370.225,Flagship store,Sale
57997046661,272118,2013-08-29,11,6,2,737,154.77,1628.77,e-Shop,Sale
21982769415,270353,2013-08-29,4,4,5,225,118.125,1243.125,TeleShop,Sale
36223554091,270080,2013-08-29,1,4,4,303,127.26,1339.26,TeleShop,Sale
36572254440,271824,2013-08-29,1,4,1,710,74.55,784.55,e-Shop,Sale
90076833512,274420,2013-08-29,3,2,3,1436,452.34,4760.34,TeleShop,Sale
90301755887,269783,2013-08-29,1,2,2,1349,283.29,2981.29,TeleShop,Sale
84611139627,271991,2013-08-29,3,5,3,1238,389.97,4103.97,e-Shop,Sale
51475345399,271811,2013-08-28,4,2,4,1119,469.98,4945.98,TeleShop,Sale
30592230057,271618,2013-08-28,12,5,3,879,276.885,2913.885,TeleShop,Sale
25735474211,268581,2013-08-28,4,2,1,1013,106.365,1119.365,MBR,Sale
58103089574,272716,2013-08-28,2,6,1,1067,112.035,1179.035,e-Shop,Sale
31089763656,270558,2013-08-28,3,2,4,1241,521.22,5485.22,e-Shop,Sale
36205962069,268720,2013-08-28,1,1,5,1298,681.45,7171.45,e-Shop,Sale
1563634628,268522,2013-08-28,3,5,5,962,505.05,5315.05,MBR,Sale
31393418399,267606,2013-08-28,3,1,5,1271,667.275,7022.275,TeleShop,Sale
48862881472,267503,2013-08-28,10,6,-1,898,94.29,-992.29,e-Shop,Return
56831634343,269933,2013-08-28,1,2,1,1180,123.9,1303.9,Flagship store,Sale
11887373668,274542,2013-08-28,3,1,2,830,174.3,1834.3,TeleShop,Sale
61106295492,267938,2013-08-28,8,3,3,406,127.89,1345.89,e-Shop,Sale
24516647025,271233,2013-08-28,2,6,2,144,30.24,318.24,TeleShop,Sale
538990204,272242,2013-08-28,8,3,1,613,64.365,677.365,MBR,Sale
28258536359,272809,2013-08-28,10,5,3,1026,323.19,3401.19,Flagship store,Sale
53673172604,275012,2013-08-28,10,5,1,1028,107.94,1135.94,Flagship store,Sale
88786101194,268945,2013-08-28,4,3,3,243,76.545,805.545,e-Shop,Sale
97765408875,274603,2013-08-28,5,3,1,813,85.365,898.365,e-Shop,Sale
82659354025,274926,2013-08-28,4,1,2,532,111.72,1175.72,Flagship store,Sale
80853114009,271744,2013-08-28,11,5,3,361,113.715,1196.715,MBR,Sale
97148593645,273671,2013-08-28,7,5,1,1249,131.145,1380.145,e-Shop,Sale
83173941005,267635,2013-08-28,10,5,4,693,291.06,3063.06,MBR,Sale
73909207905,269633,2013-08-28,9,3,-1,233,24.465,-257.465,e-Shop,Return
90620873272,274055,2013-08-28,7,5,4,241,101.22,1065.22,Flagship store,Sale
74772500006,270535,2013-08-28,4,2,4,825,346.5,3646.5,TeleShop,Sale
82934958873,274678,2013-08-28,10,5,4,814,341.88,3597.88,e-Shop,Sale
26238400076,268627,2013-08-27,1,1,4,842,353.64,3721.64,MBR,Sale
22497882123,268523,2013-08-27,4,2,2,1310,275.1,2895.1,Flagship store,Sale
47763885910,271541,2013-08-27,12,6,4,838,351.96,3703.96,e-Shop,Sale
9404565259,267620,2013-08-27,4,3,4,1416,594.72,6258.72,e-Shop,Sale
32915614465,273184,2013-08-27,4,2,-3,1096,345.24,-3633.24,e-Shop,Return
56288840783,270141,2013-08-27,3,5,4,978,410.76,4322.76,e-Shop,Sale
40264034123,269996,2013-08-27,11,5,2,452,94.92,998.92,MBR,Sale
27929671036,269491,2013-08-27,2,6,1,342,35.91,377.91,e-Shop,Sale
38084970929,273128,2013-08-27,8,3,4,639,268.38,2824.38,Flagship store,Sale
39224043258,271511,2013-08-27,10,6,3,1114,350.91,3692.91,e-Shop,Sale
14830401913,272924,2013-08-27,10,5,2,398,83.58,879.58,MBR,Sale
46152345167,268692,2013-08-27,10,5,5,97,50.925,535.925,e-Shop,Sale
33982791771,274306,2013-08-27,11,5,3,366,115.29,1213.29,Flagship store,Sale
2556975693,271673,2013-08-27,10,5,2,417,87.57,921.57,Flagship store,Sale
24849105286,269400,2013-08-27,4,4,5,247,129.675,1364.675,e-Shop,Sale
13669628493,275009,2013-08-27,5,3,3,1268,399.42,4203.42,TeleShop,Sale
41685536601,268828,2013-08-27,12,6,3,489,154.035,1621.035,TeleShop,Sale
46021032732,272731,2013-08-27,1,1,3,1292,406.98,4282.98,TeleShop,Sale
11848860106,270733,2013-08-27,4,1,2,1253,263.13,2769.13,e-Shop,Sale
66190224419,274988,2013-08-27,7,5,2,100,21,221,e-Shop,Sale
99076965174,273673,2013-08-27,6,5,4,246,103.32,1087.32,e-Shop,Sale
66314345105,268683,2013-08-27,1,4,5,1122,589.05,6199.05,Flagship store,Sale
98928360332,272883,2013-08-27,12,6,1,244,25.62,269.62,Flagship store,Sale
80396636247,271368,2013-08-27,3,2,-3,498,156.87,-1650.87,e-Shop,Return
82297226370,268863,2013-08-27,11,6,5,233,122.325,1287.325,e-Shop,Sale
88177856105,270775,2013-08-27,1,4,1,1307,137.235,1444.235,Flagship store,Sale
50828891200,270663,2013-08-26,6,5,2,84,17.64,185.64,TeleShop,Sale
7384665764,270049,2013-08-26,2,6,2,1219,255.99,2693.99,e-Shop,Sale
43892058286,268706,2013-08-26,7,5,2,1313,275.73,2901.73,MBR,Sale
